
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Do not extract anything that is not in the text.

        Examples:

        Example 1 
teruggebracht O
tot O
een O
omvang O
van O
4.400 O
. O

De O
consequentie O
hiervan O
is O
dat O
de O
resultaten O
minder O
betrouwbaar O
zullen O
zijn O
dan O
met O
een O
grotere O
steekproefomvang O
. O

De O
4.400 O
enquêtes O
zijn O
als O
volgt O
verdeeld O
: O
2.400 O
enquêtes O
onder O
de O
studentenpopulatie O
en O
2.000 O
onder O
de O
medewerkersgroep O
. O

In O
de O
enquête O
zijn O
vragen O
gesteld O
over O
de O
werk O
- O
of O
studiesituatie O
, O
de O
bezoekfrequentie O
, O
bestedingen O
aan O
dagelijks O
benodigde O
goederen O
, O
het O
boodschappen O
doen O
, O
wenselijkheid O
van O
een O
supermarkt O
in O
de O
Uithof O
, O
verwacht O
gebruik O
van O
de O
Uithof-supermarkt O
en O
persoonlijke O
gegevens O
( O
zie O
bijlage O
1 O
en O
2 O
) O
. O
13 O
Opbouw O
van O
het O
rapport O
De O
uitwerking O
van O
de O
probleemstelling O
en O
onderzoeksvragen O
is O
in O
dit O
rapport O
als O
volgt O
gestructu O
- O
reerd O
. O

In O
hoofdstuk O
2 O
zullen O
in O
het O
kort O
de O
recente O
onderzoeken O
ten O
aanzien O
van O
winkelbestedingen O
door O
werkconsumenten O
aan O
de O
orde O
komen O
. O

Daarbij O
zal O
de O
aandacht O
gericht O
zijn O
op O
het O
belang O
van O
werkconsumenten O
in O
de O
omzet O
van O
de O
detailhandel O
. O

Hoofdstuk O
3 O
geeft O
een O
beschrijving O
van O
het O
onderzoeksgebied O
. O

Er O
zal O
in O
worden O
gegaan O
op O
functie O
, O
de O
bewoners O
’ O
en O
de O
aanwezige O
voorzieningen O
in O
de O
Uithof O
. O
10 O
De O
responsanalyse O
zal O
in O
hoofdstuk O
4 O
plaatsvinden O
, O
waarna O
in O
hoofdstuk O
5 O
en O
6 O
de O
resultaten O
van O
respectievelijk O
de O
studenten-enquête O
en O
de O
medewerkers-enquête O
gepresenteerd O
worden O
. O

In O
hoofdstuk O
7 O
worden O
de O
onderzoeksresultaten O
samengevat O
. O

De O
resultaten O
van O
beide O
steek O
- O
proefanalyses O
zullen O
vertaald O
worden O
naar O
de O
totale O
Uithof-populatie O
, O
waarna O
de O
te O
verwachten O
omzet O
van O
een O
supermarkt O
van O
het O
type O
’ O
Dagmarkt O
’ O
in O
de O
Uithof O
berekend O
wordt O
Ook O
zal O
in O
dit O
hoofdstuk O
een O
korte O
blik O
in O
de O
toekomst O
geworpen O
worden O
. O
11 O
2 O
WINKELBESTEDINGEN O
DOOR O
WERKCONSUMENTEN O
; O
EEN O
OVERZICHT O
VAN O
RECENT O
VERSCHENEN O
ONDERZOEKSRESULTATEN O
2.1 O
Inleiding O
In O
dit O
hoofdstuk O
wordt O
een O
samenvatting O
gegeven O
van O
onderzoeksresultaten O
, O
die O
er O
de O
afgelopen O
jaren O
omtrent O
woon-werkconsumenten O
en O
werkconsumenten O
zijn O
verschenen O
. O

De O
aandacht O
is O
vooral O
gericht O
op O
het O
belang O
van O
werkconsumenten O
in O
de O
omzet O
van O
de O
detailhandel O
op O
het O
gebied O
van O
dagelijkse O
produkten O
, O
daar O
in O
de O
Uithof O
alleen O
deze O
consumenten O
voor O
komea O
Hoe O
vaak O
maken O
werkconsumenten O
gebruik O
van O
voorzieningen O
nabij O
het O
werk O
? O

Wat O
besteden O
zij O
er O
per O
week O
, O
en O
wat O
zijn O
de O
oorzaken O
voor O
het O
al O
dan O
niet O
gebruik O
maken O
van O
deze O
voorzieningen O
? O

Er O
is O
hierbij O
voornamelijk O
gebruik O
gemaakt O
van O
onderzoeken O
die O
gedaan O
zijn O
onder O
kantoorpersoneel O
in O
Amsterdam O
en O
Den O
Haag O
. O

In O
§ O
2.2 O
zullen O
de O
verschillende O
soorten O
consumenten O
besproken O
worden O
. O

In O
de O
daaropvolgende O
paragraaf O
zal O
het O
gedrag O
van O
de O
kantoorbevolking O
ten O
aanzien O
van O
voorzieningen O
nabij O
het O
werk O
centraal O
staan O
. O

De O
besteding O
en O
bestedingseffecten O
van O
de O
werkconsumenten O
komen O
in O
paragraaf O
2.4 O
aan O
de O
orde O
. O

Het O
hoofdstuk O
zal O
worden O
afgesloten O
met O
een O
korte O
samenvatting O
. O
22 O
Woonconsumenten O
, O
woon-werkconsumenten O
en O
werkconsumenten O
; O
begripsbepaling O
In O
de O
literatuur O
wordt O
een O
onderscheid O
gemaakt O
tussen O
verschillende O
soorten O
consumenten O
. O

Als O
eerste O
onderscheidt O
men O
de O
groep O
woonconsumenten O
. O

Dit O
zijn O
consumenten O
die O
hun O
bestedingen O
doen O
vanuit O
en O
in O
de O
eigen O
woonomgeving O
. O

Daarnaast O
worden O
de O
werkconsumenten O
onderscheiden O
. O

Werkconsumenten O
zijn O
consumenten O
, O
die O
vanuit O
de O
werkplek O
bestedingen O
in O
een O
bepaald O
winkelcentrum O
doen O
, O
terwijl O
ze O
niet O
in O
het O
primaire O
verzorgingsgebied O
van O
het O
betreffende O
centrum O
wonen O
( O
Maas O
1991 O
, O
p O
.4 O
) O
. O

Als O
laatste O
onderscheidt O
men O
de O
groep O
woon-werkconsumenten O
. O

De O
woonwerkconsumenten O
zijn O
consumenten O
die O
zowel O
in O
het O
primaire O
verzorgingsgebied O
van O
een O
bepaald O
( O
hoofd O
- O
of O
neven O
) O
cen O
- O
trum O
werken O
als O
wonen O
( O
Maas O
1991 O
, O
p O
.4 O
) O
. O

Deze O
woon-werkconsumenten O
hebben O
, O
door O
hun O
hoge O
gemiddelde O
uitgaven O
, O
omdat O
ze O
in O
het O
directe O
verzorgingsgebied O
van O
het O
winkelcentrum O
wonen O
, O
een O
grote O
invloed O
op O
de O
hoogte O
van O
het O
bestede O
bedrag O
van O
alle O
kantoorwerknemers O
. O

Tabel O
2.1 O
Gemiddeld O
per O
week O
uitgegeven O
bedrag O
door O
kantoorwerknemers O
die O
bestedingen O
verrichten O
bij O
winkelvoorzieningen O
in O
Rijswijk-In O
de O
Boogaard O
naar O
herkomstgebied O
, O
in O
guldens O
1982 O
in O
food O
winkels O
in O
non-food O
winkels O
Rijswijk O
77 O
82 O
Den O
Haag O
58 O
79 O
Elders O
41 O
54 O
Gemiddelde O
56 O
69 O
Bron O
: O
Postma-Van O
der O
Meer O
, O
1982 O
Uit O
het O
onderzoek O
van O
Postma-Van O
der O
Meer O
( O
tabel O
2.1 O
) O
blijkt O
dan O
ook O
dat O
de O
consumenten O
uit O
Rijswijk O
( O
de O
woon-werkconsumenten O
) O
in O
de O
foodsector O
per O
week O
veel O
meer O
besteden O
dan O
de O
werkconsumenten O
uit O
Den O
Haag O
of O
elders O
. O

Uit O
het O
onderzoek O
van O
Postma-Van O
der O
Meer O
bleek O
dat O
12 O
in O
de O
food O
winkels O
per O
werkconsument O
gemiddeld O
ƒ O
50 O
, O
- O
per O
week O
werd O
besteed O
, O
terwijl O
de O
woon O
- O
werkconsumenten O
gemiddeld O
ƒ O
77 O
, O
- O
besteden O
. O
2.3 O
Gedrag O
van O
de O
kantoorbevolking O
in O
de O
lunchpauze O
en O
na O
het O
werk O
De O
uitkomsten O
van O
het O
onderzoek O
van O
Postma-Van O
der O
Meer O
zijn O
enigszins O
gedateerd O
, O
daar O
het O
onderzoek O
uit O
1982 O
afkomstig O
is O
. O

In O
1991 O
heeft O
Maas O
een O
onderzoek O
verricht O
naar O
het O
belang O
van O
kantoorwerknemers O
voor O
het O
draagvlak O
van O
aanwezige O
winkels O
op O
kantoorlokaties O
in O
Amsterdam O
. O

Het O
onderzoek O
van O
Maas O
gaat O
alleen O
over O
echte O
werkconsumenten O
en O
behandelt O
verschillende O
lokaties O
, O
met O
ieder O
een O
verschillend O
voorzieningenniveau O
. O

De O
lokaties O
van O
onderzoek O
waren O
de O
kantoomevencentra O
Koningin O
Wilhelm O
inaplein O
, O
Station O
Zuid O
en O
Station O
Bijlmer O
. O

Station O
Bijlmer O
wordt O
onderverdeeld O
in O
Hoofdcentrum O
Zuidoost O
en O
Amstel O
III O
. O

De O
omgeving O
van O
dit O
laatste O
kantoomevencentrum O
is O
qua O
omvang O
en O
hoogte O
van O
het O
voorzie O
- O
ningenniveau O
, O
met O
het O
stadsdeelcentrum O
de O
Amsterdamse O
Poort O
, O
het O
attractiefst O
( O
Maas O
1991 O
, O
p O
.47 O
) O
. O

In O
de O
omgeving O
van O
de O
andere O
twee O
kantoorlocaties O
bestaat O
het O
voorzieningen O
aanbod O
uit O
meerdere O
winkelgebieden O
van O
hooguit O
wijkniveau O
, O
op O
verschillende O
afstanden O
van O
de O
werkplek O
gelegen O
( O
Maas O
1991 O
, O
p O
. O
47 O
) O
. O

Het O
onderzoek O
betrof O
bestedingen O
in O
zowel O
de O
food O
- O
als O
de O
non-foodsector O
. O

Het O
bleek O
dat O
de O
bezoekfrequentie O
per O
nevencentrum O
sterk O
verschilt O
( O
zie O
tabel O
2.2 O
) O
. O

Tabel O
2.2 O
Bezoekfrequentie O
in O
de O
lunchpauze O
aan O
voorzieningen O
in O
de O
werkomgeving O
, O
door O
kantoorwerkne O
- O
mers O
, O
per O
nevencentrum O
, O
in O
% O
Kon O
. O

Wil O
- O
helm O
ina O
plein O
Station O
Zuid O
Hoofdcen O
- O
trum O
Zuid O
- O
oost O
Amstel O
III O
Totaal O
nooit O
52,5 O
10,6 O
8,6 O
35,3 O
20,8 O
< O
lx O
per O
week O
27,4 O
19,7 O
24,0 O
41,7 O
27,9 O
> O
lx O
per O
week O
20,2 O
69,9 O
67,4 O
23,0 O
51,3 O
Totaal O
100,0 O
100,0 O
100,0 O
100,0 O
100,0 O
Bron O
: O
Maas O
1991 O
, O
p O
.49 O
Ten O
aanzien O
van O
het O
gedrag O
van O
de O
kantoorbevolking O
in O
de O
lunchpauze O
en O
na O
werktijd O
kon O
Maas O
concluderen O
dat O
de O
kantoorwerknemers O
vooral O
in O
de O
lunchpauze O
, O
en O
in O
veel O
mindere O
mate O
na O
het O
werk O
, O
gebruik O
maken O
van O
voorzieningen O
in O
de O
werkomgeving O
. O

Het O
merendeel O
van O
de O
bezoekers O
richt O
zich O
op O
supermarkten O
en O
levensmiddelenspeciaalzaken O
. O

In O
welke O
mate O
zij O
in O
het O
algemeen O
omgevingsbezoeken O
afleggen O
is O
afhankelijk O
van O
bedrijfs O
- O
, O
omgevings O
- O
en O
persoonskenmerken O
( O
Maas O
1991 O
, O
p O
.59 O
) O
. O

De O
afstand O
tussen O
werkplek O
en O
voorzieningen O
in O
combinatie O
met O
de O
omvang O
en O
de O
hoogte O
van O
het O
voorzieningenniveau O
in O
de O
werkomgeving O
bleek O
bepalend O
te O
zijn O
voor O
het O
al O
dan O
niet O
bezoeken O
van O
voorzieningen O
. O

Daarnaast O
beïnvloedt O
de O
afstand O
tussen O
werk O
- O
en O
woonplek O
de O
bezoekfrequentie O
. O

Vooral O
de O
werkne O
- O
mers O
uit O
Amsterdam O
zelf O
maakten O
vaak O
gebruik O
van O
de O
voorzieningen O
bij O
het O
werk O
. O

Ook O
de O
aanwezigheid O
van O
interne O
lunchpauzevoorzieningen O
en O
de O
lunchpauzeduur O
hebben O
invloed O
op O
de O
frequentie O
waarmee O
men O
de O
voorzieningen O
bij O
het O
werk O
bezoekt O
. O

Bij O
afwezigheid O
van O
lunch O
- O
13 O
pauzevoorzieningen O
en O
een O
lange O
lunchpauze O
maakt O
men O
vaker O
gebruik O
van O
de O
voorzieningen O
in O
de O
omgeving O
. O

Verder O
wordt O
de O
bezoekfrequentie O
beïnvloed O
door O
verschillende O
persoonskenmerken O
. O

De O
nabij O
de O
werkplek O
gelegen O
voorzieningen O
zullen O
vooral O
bezocht O
worden O
door O
jonge O
, O
alleenstaande O
of O
samen O
- O
wonende O
vrouwelijke O
werknemers O
in O
administratieve O
functies O
. O

Maas O
trekt O
hierbij O
de O
conclusie O
dat O
zij O
klaarblijkelijk O
beschikken O
over O
relatief O
weinig O
tijd O
om O
op O
een O
ander O
tijdstip O
te O
winkelen O
en O
dat O
daarom O
de O
behoefte O
aan O
efficiënt O
winkelen O
voor O
hen O
groot O
zal O
zijn O
. O

De O
mannelijke O
leden O
van O
( O
echt O
) O
paren O
met O
kinderen O
, O
behorende O
tot O
de O
hoge O
fiinctiecategorieën O
zullen O
de O
minst O
bezoekende O
groep O
vormen O
( O
Maas O
1991 O
, O
p O
.59 O
) O
. O

De O
conclusies O
van O
Maas O
komen O
overeen O
met O
bevindingen O
van O
andere O
onderzoekers O
. O

Zo O
vond O
Kuiper O
dat O
vooral O
alleenstaanden O
en O
tweeverdieners O
zonder O
kinderen O
gebruik O
maken O
van O
voorzie O
- O
ningen O
nabij O
de O
werkplek O
. O

Deze O
twee O
groepen O
ondervinden O
de O
meeste O
problemen O
bij O
het O
ontbreken O
van O
een O
levensmiddelenwinkel O
nabij O
het O
werk O
( O
Kuiper O
1991 O
, O
p O
.42 O
) O
. O

Alleenstaanden O
winkelen O
volgens O
Kuiper O
gemiddeld O
anderhalf O
keer O
per O
week O
bij O
het O
werk O
. O

Daarnaast O
doen O
ze O
één O
keer O
per O
week O
boodschappen O
onderweg O
naar O
huis O
, O
ook O
als O
er O
geen O
voorzieningen O
bij O
het O
werk O
zijn O
. O

Kruythoff O
( O
1984 O
) O
meende O
dat O
de O
factoren O
afstand O
tussen O
kantoor O
en O
voorzieningen O
en O
lunchpauze O
- O
duur O
indirect O
de O
bestedingen O
van O
kantoorwerknemers O
beïnvloeden O
. O

Uit O
haar O
bevindingen O
bleek O
dat O
het O
aantal O
bezoekers O
van O
de O
nabij O
het O
werk O
gelegen O
voorzieningen O
minder O
wordt O
naarmate O
de O
afstand O
tussen O
kantoor O
en O
voorzieningen O
toeneemt O
en O
de O
lunchpauze O
korter O
is O
. O

Ook O
in O
het O
onderzoek O
van O
Jannette O
Walen O
( O
1989 O
) O
is O
als O
meest O
verklarende O
factor O
voor O
de O
bezoek O
- O
frequentie O
de O
afstand O
tussen O
de O
werkplek O
en O
de O
voorzieningen O
( O
zowel O
fysiek O
als O
psychologisch O
) O
naar O
voren O
gekomen O
. O

Daarnaast O
heeft O
volgens O
Ter O
Hart O
het O
geslacht O
invloed O
op O
de O
bezoekfrequentie O
. O

Vrouwen O
bezoeken O
gemiddeld O
meer O
winkels O
dan O
mannen O
en O
vrouwen O
bezoeken O
meer O
levensmiddelenwinkels O
en O
- O
afde O
- O
lingen O
. O

Over O
de O
invloed O
van O
de O
huishoudenssituatie O
zegt O
hij O
dat O
tijdens O
de O
lunchpauze O
vooral O
door O
vrouwen O
en O
alleenstaanden O
een O
flink O
deel O
van O
de O
normale O
, O
huishoudelijke O
boodschappen O
wordt O
gedaan O
( O
Ter O
Hart O
1984 O
, O
p O
.8 O
) O
. O
2.4 O
Bestedingseffecten O
van O
werkconsumenten O
voor O
de O
dagelijkse O
goederen O
Wat O
besteedt O
de O
gemiddelde O
werkconsument O
nu O
aan O
dagelijkse O
produkten O
op O
de O
werkplek O
? O

Hoe O
belangrijk O
zijn O
deze O
bestedingen O
voor O
de O
detailhandel O
in O
de O
omgeving O
? O

En O
door O
welke O
factoren O
worden O
de O
bestedingen O
beïnvloed O
? O

Uit O
eerder O
genoemd O
onderzoek O
van O
Maas O
bleek O
dat O
er O
grote O
verschillen O
tussen O
de O
nevencentra O
bestaan O
in O
de O
bestedingen O
bij O
voorzieningen O
in O
de O
foodsector O
( O
zie O
tabel O
2.3 O
) O
. O
14 O
Tabel O
2.3 O
Gemiddelde O
weekbestedingen O
van O
kantoorwerknemers O
bij O
voorzieningen O
in O
de O
foodsector O
, O
per O
nevencentrum O
( O
in O
guldens O
1990 O
) O
’ O
Besteders O
’ O
Alle O
werknemers O
( O
incl O
. O
niet-besteders O
) O
Kon O
. O

Wilhelminaplein O
25,67 O
9,17 O
Station O
Zuid O
27,12 O
20,19 O
Hoofdcentrum O
Zuidoost O
42,89 O
22,71 O
Amstel O
III O
36,18 O
9,87 O
Gemiddelde O
34,88 O
17,24 O
Samengesteld O
, O
naar O
gegevens O
uit O
Maas O
1991 O
, O
p O
.63 O
De O
verklaring O
voor O
deze O
verschillen O
zou O
volgens O
Maas O
kunnen O
liggen O
in O
de O
afstand O
werklocatie O
- O
winkellocatie O
en O
het O
voorzieningenniveau O
van O
het O
winkelgebied O
. O

De O
gemiddelde O
bestedingen O
per O
besteder O
in O
een O
kantooromgeving O
met O
op O
geringe O
loopafstand O
hoogwaardige O
voorzieningen O
( O
Hoofdcentrum O
Zuidoost O
) O
ligt O
aanzienlijk O
hoger O
dan O
in O
een O
werkomgeving O
met O
op O
grote O
afstand O
voorzieningen O
van O
een O
lager O
niveau O
( O
Koningin O
Wilhelminaplein O
en O
Station O
Zuid O
) O
( O
Maas O
1991 O
, O
p O
.72 O
) O
. O

In O
de O
overige O
onderzoeken O
ligt O
het O
bedrag O
dat O
de O
werkconsumenten O
per O
week O
besteden O
bij O
voorzieningen O
nabij O
de O
werkplek O
ongeveer O
gelijk O
met O
de O
bevindingen O
van O
Maas O
. O

In O
het O
onderzoek O
van O
Jannette O
Walen O
( O
1990 O
) O
naar O
de O
integratie O
van O
kantoren O
en O
voorzieningen O
in O
Rotterdam O
kwam O
naar O
voren O
dat O
de O
uitgaven O
van O
werknemers O
die O
daadwerkelijk O
bestedingen O
verrichten O
bij O
voorzie O
- O
ningen O
in O
de O
werkomgeving O
voor O
de O
dagelijkse O
goederen O
ƒ O
31,50 O
bedroeg O
. O

De O
gemiddelde O
bestedingen O
na O
het O
werk O
zijn O
zeer O
laag O
volgens O
zowel O
Maas O
als O
Ter O
Hart O
. O

Ter O
Hart O
zegt O
hierover O
dat O
in O
de O
in O
het O
onderzoek O
genoemde O
steden O
Amsterdam O
en O
Den O
Haag O
, O
77% O
van O
de O
respondenten O
direct O
naar O
huis O
gaat O
en O
ook O
onderweg O
niets O
meer O
koopt O
( O
Ter O
Hart O
1984 O
, O
p O
.9 O
) O
. O

Het O
grote O
verschil O
dat O
er O
bestaat O
tussen O
’ O
besteders O
’ O
en O
‘ O
alle O
werknemers O
’ O
( O
tabel O
2.3 O
) O
geeft O
aan O
dat O
lang O
niet O
iedereen O
daadwerkelijk O
gebruik O
maakt O
van O
de O
voorzieningen O
nabij O
de O
werkplek O
. O

Zij O
die O
wel O
gebruik O
maken O
van O
deze O
voorzieningen O
zullen O
over O
het O
algemeen O
ook O
andere O
koopcentra O
bezoeken O
( O
tabel O
2.4 O
) O
. O

Tabel O
2.4 O
Eerste O
koopcentrum O
voor O
dagelijkse O
goederen O
van O
kantoor-werknemers O
, O
in O
% O
% O
Werkomgeving O
7,3 O
Woonomgeving O
87,1 O
Elders O
5,5 O
Totaal O
100,0 O
Bron O
: O
Maas O
1991 O
, O
p O
.72 O
Het O
overgrote O
deel O
van O
de O
ondervraagde O
werknemers O
doet O
het O
merendeel O
van O
zijn O
of O
haar O
boodschappen O
in O
de O
eigen O
woonomgeving O
( O
tabel O
2.4 O
) O
. O

Slechts O
7,3% O
van O
de O
werknemers O
is O
voornamelijk O
georiënteerd O
op O
de O
winkelvoorziening O
in O
de O
werkomgeving O
. O
15 O
In O
het O
onderzoek O
van O
Maas O
wordt O
gezocht O
naar O
factoren O
die O
de O
hoogte O
van O
de O
bestedingen O
aan O
dagelijkse O
goederen O
van O
werkconsumenten O
beïnvloeden O
. O

Uitgegaan O
wordt O
van O
de O
bestedingen O
die O
verricht O
worden O
door O
de O
werkconsumenten O
die O
daadwerkelijk O
winkels O
bij O
het O
werk O
bezoeken O
. O

Maas O
ging O
in O
zijn O
onderzoek O
uit O
van O
de O
factoren O
die O
bepalend O
zijn O
voor O
de O
bezoekfrequentie O
( O
zie O
§ O
2.3 O
) O
. O

Deze O
factoren O
bleken O
, O
na O
onderzoek O
, O
echter O
niet O
automatisch O
de O
bestedingen O
met O
betrekking O
tot O
produkten O
in O
de O
dagelijkse O
goederensfeer O
te O
bepalen O
. O

Opvallend O
is O
dat O
de O
afstand O
tussen O
kantoor O
en O
voorzieningen O
geen O
significant O
verband O
vertoont O
met O
de O
hoogte O
van O
de O
bestedingen O
per O
koper O
. O

Ook O
de O
lunchpauzeduur O
heeft O
hier O
geen O
invloed O
op O
( O
Maas O
1991 O
, O
p O
.64 O
) O
. O

De O
positie O
in O
het O
huishouden O
blijkt O
ook O
geen O
verband O
te O
houden O
met O
de O
hoogte O
van O
de O
dagelijkse O
winkelbestedingen O
. O

Dit O
in O
tegenstelling O
tot O
de O
bezoekfrequentie O
, O
waar O
de O
positie O
in O
het O
huishouden O
wel O
degelijk O
invloed O
op O
heeft O
. O

De O
functie O
die O
de O
werkconsument O
bekleedt O
doet O
voor O
de O
bestedingen O
in O
de O
winkels O
voor O
dagelijkse O
goederen O
evenmin O
terzake O
. O

Een O
factor O
die O
echter O
wel O
een O
significant O
verband O
vertoont O
met O
de O
hoogte O
van O
de O
bestedingen O
is O
het O
geslacht O
De O
hoogte O
van O
de O
gemiddelde O
weekbesteding O
per O
koper O
in O
de O
winkels O
voor O
dagelijkse O
goederen O
ligt O
bij O
vrouwelijke O
werknemers O
hoger O
dan O
bij O
mannelijke O
: O
een O
vrouwelijke O
werkcon O
- O
sument O
geeft O
per O
koper O
per O
week O
gemiddeld O
1,5 O
keer O
zoveel O
geld O
uit O
aan O
dagelijkse O
boodschappen O
dan O
haar O
mannelijke O
collega O
( O
Maas O
, O
p O
.64 O
) O
. O

Ten O
aanzien O
van O
het O
belang O
van O
de O
werkconsumenten O
voor O
de O
voorzieningen O
in O
de O
omgeving O
kunnen O
we O
uit O
het O
onderzoek O
van O
Maas O
het O
volgende O
concluderen O
. O

De O
verschillen O
in O
omvang O
van O
de O
werkgelegenheid O
in O
de O
nevencentra O
leiden O
tot O
uiteenlopende O
bijdragen O
aan O
het O
draagvlak O
van O
de O
nabijgelegen O
winkelgebieden O
( O
Maas O
1991 O
, O
p O
.73 O
) O
. O

Zo O
dragen O
de O
werkconsumenten O
in O
kantoomevencentrum O
Station O
Bijlmer O
circa O
9% O
bij O
aan O
de O
detailhandelsomzet O
van O
het O
winkelcentrum O
de O
Amsterdamse O
Poort O
In O
totaal O
beslaat O
de O
kantoorpo O
- O
pulatie O
in O
dit O
gebied O
10.000 O
mensen O
. O

De O
2.500 O
potentiële O
werkconsumenten O
in O
het O
nevencentrum O
Koningin O
Wilhelminaplein O
hebben O
daarentegen O
slechts O
een O
aandeel O
van O
minder O
dan O
1% O
in O
het O
buurtwinkelapparaat O
aan O
de O
J O
. O

Huizinga O
- O
laan O
. O

Jannette O
Walen O
zegt O
hierover O
dat O
de O
bijdrage O
van O
de O
kantoren O
aan O
het O
economisch O
functioneren O
van O
het O
winkelcentrum O
de O
Oosterhof O
in O
Rotterdam O
, O
ook O
door O
de O
( O
nog O
) O
zeer O
bescheiden O
omvang O
van O
de O
totale O
kantoorpopulatie O
, O
zeer O
beperkt O
is O
. O

Het O
aandeel O
van O
de O
omzet O
dat O
voor O
rekening O
komt O
van O
de O
werkconsumenten O
is O
slechts O
0,5 O
è O
0,7% O
( O
Jannette O
Walen O
1990 O
, O
p O
.5 O
) O
. O

Ter O
Hart O
komt O
in O
zijn O
onderzoek O
echter O
op O
een O
veel O
groter O
aandeel O
uit O
. O

In O
het O
centrum O
van O
Amsterdam O
besloeg O
het O
aandeel O
van O
de O
werkconsumenten O
in O
de O
jaaromzet O
8,1% O
. O

In O
het O
centrum O
van O
Den O
Haag O
besloeg O
dit O
zelfs O
8,6% O
( O
Ter O
Hart O
1984 O
, O
p O
.9 O
) O
. O

Hieruit O
blijkt O
dat O
het O
voorzieningenni O
- O
veau O
grote O
invloed O
heeft O
op O
de O
uiteindelijke O
bestedingen O
van O
de O
werkconsumenten O
. O
2.6 O
Conclusie O
De O
conclusie O
die O
uit O
de O
verschillende O
onderzoeken O
getrokken O
kan O
worden O
is O
dat O
werkconsumenten O
veelvuldig O
gebruik O
maken O
van O
winkelvoorzieningen O
nabij O
het O
werk O
. O

Het O
bestedingsniveau O
van O
de O
werkconsumenten O
, O
uitgedrukt O
in O
percentage O
van O
wat O
de O
gemiddelde O
woonconsument O
besteedt O
, O
bedraagt O
op O
jaarbasis O
in O
de O
dagelijkse O
sector O
gemiddeld O
tussen O
de O
13% O
en O
de O
24% O
, O
afhankelijk O
van O
het O
geboden O
voorzieningenniveau O
. O

De O
economische O
betekenis O
van O
de O
werkconsumenten O
moet O
dan O
ook O
niet O
onderschat O
worden O
. O

bijdrage O
die O
de O
werkconsumenten O
leveren O
aan O
de O
totale O
omzet O
van O
een O
winkelcentrum O
bedraagt O
bij O
16 O
kleine O
buurtwinkelcentra O
circa O
2% O
. O

Grote O
winkelcentra O
, O
zoals O
de O
Amsterdamse O
Poort O
, O
behalen O
10% O
van O
hun O
jaaromzet O
uit O
bestedingen O
van O
werkconsumenten O
. O

De O
afstand O
tussen O
werkplek O
en O
voorzieningen O
is O
bepalend O
voor O
het O
aandeel O
bezoekers O
in O
de O
lunchpauze O
. O

De O
maximale O
afstand O
die O
men O
lopend O
nog O
wil O
afleggen O
in O
de O
lunchpauze O
ligt O
op O
ongeveer O
800 O
meter O
( O
circa O
10 O
minuten O
lopen O
) O
. O

Ook O
de O
duur O
van O
de O
lunchpauze O
speelt O
een O
rol O
bij O
de O
bezoekfrequentie O
. O

Vooral O
jonge O
vrouwen O
, O
die O
deel O
uitmaken O
van O
een O
één O
- O
of O
tweepersoonshuishouden O
, O
maken O
veelvuldig O
gebruik O
van O
winkels O
in O
de O
dagelijkse O
goederen O
sfeer O
in O
de O
werkomgeving O
. O

De O
bestedin O
- O
gen O
van O
deze O
groep O
liggen O
ook O
hoger O
dan O
die O
van O
hun O
mannelijke O
collega O
’ O
s O
. O

Het O
belangrijkste O
voordeel O
van O
de O
