
        Named Entity Recognition task in Dutch.

        Below are 2 examples showing the text of human-geography theses. Each word in the thesis is labeled as a title (Title of the thesis),
        author(Author of the thesis), issued (Time of publication), spatial (The spatial extent, study area or spatial coverage of the entire thesis, given as placenames or place descriptions),
        subject (Concept that is the main subject of the thesis), inGroup (the group of persons studied), or as O (empty label). Non-empty labeled can start with a B- to indicate the beginning of an entity span,
        or as I- to indicate the inside of an entity span. After reading the examples, extratct the tags from the new thesis text, and return it as a JSON, where each key is a label and each value is a list of entities that have that label.
        Only extract entities that are in the text. Follow the annotation rules.
        
        Annotation rules:
nota O
in O
voldoende O
mate O
tegemoet O
komt O
aan O
wat O
de O
huidige O
ontwikkelingstendenzen O
zullen O
uitwerken O
, O
zal O
de O
tijd O
moeten O
leren O
5 O
De O
ontwikkeling O
in O
het O
verleden O
heeft O
uitgewezen O
, O
dat O
wanneer O
de O
drie O
overheidsniveaus O
niet O
eensgezind O
dezelfde O
doelen O
nastreven O
, O
er O
van O
het O
beleid O
van O
het O
rijk O
, O
het O
hoogste O
richtinggevende O
beleidsniveau O
, O
niet O
veel O
terecht O
komt O
. O

Bovendien O
: O
" O
Als O
de O
overheid O
zijn O
beleid O
teveel O
laat O
afwijken O
van O
de O
' O
natuurlijke O
' O
ontwikkeling O
en O
de O
beleidsdoelstellingen O
van O
de O
overheid O
bovendien O
nauwelijks O
aansluiten O
bij O
het O
waarden O
- O
en O
normenpatroon O
, O
dat O
huishoudens O
, O
bedrijven O
en O
instellingen O
hanteren O
bij O
hun O
ruimtelijke O
beslissingen O
, O
is O
het O
tot O
mislukken O
gedoemd O
. O

Van O
een O
dergelijke O
mislukking O
is O
bij O
het O
ruimtelijke O
beleid O
voor O
het O
Groene O
Hart O
sprake O
" O
( O
Ottens O
, O
1976 O
, O
p O
.167 O
) O
. O

Wat O
het O
Groene O
Hart O
betreft O
, O
is O
het O
de O
vraag O
of O
de O
druk O
op O
het O
gebied O
met O
het O
huidige O
rijksbeleid O
adequaat O
kan O
worden O
opgevangen O
. O

Of O
de O
drie O
overheidsniveaus O
qp O
één O
lijn O
zitten O
, O
zowel O
in O
horizontale O
als O
in O
verticale O
zin O
, O
is O
( O
nog O
) O
niet O
duidelijk O
. O

Dit O
onderzoek O
zal O
hier O
enig O
licht O
over O
laten O
schijnen O
( O
zie O
hoofdstuk O
5 O
) O
. O

Echter O
ook O
wat O
dit O
betreft O
, O
zal O
de O
toekomst O
uitsluitsel O
moeten O
brengen O
. O

De O
centrale O
achterliggende O
gedachte O
van O
het O
onderzoek O
is O
de O
genoemde O
eenrichtings-benadering O
van O
het O
Groene O
Hart O
. O

Zowel O
van O
het O
rijk O
( O
en O
de O
provincies O
) O
naar O
de O
gemeenten O
toe O
als O
van O
de O
stedelijke O
Randstad O
uit O
richting O
het O
open O
, O
landelijk O
gebied O
. O

Daarnaast O
ook O
door O
het O
Groene O
Hart O
te O
beschouwen O
als O
een O
vooral O
groen O
, O
agrarisch O
, O
voor O
opvang O
van O
recreatieve O
behoeften O
( O
van O
de O
Randstedelingen O
) O
dienend O
gebied O
. O

Zonder O
veel O
aandacht O
voor O
de O
niet-groene O
functies O
, O
zoals O
het O
economisch O
potentieel O
, O
of O
het O
stedelijk O
karakter O
( O
o.m O
. O

Gouda O
en O
Alphen O
a O
/ O
d O
Rijn O
met O
beide O
ca O
. O
60.000 O
inwoners O
) O
, O
en O
het O
feit O
, O
dat O
er O
( O
inmiddels O
) O
in O
het O
in O
dit O
onderzoek O
als O
Groene O
Hart O
aangehouden O
gebied O
een O
half O
miljoen O
mensen O
woont O
( O
501.901 O
per O
1 O
- O
1 O
- O
1989 O
, O
in O
een O
dichtheid O
van O
503 O
inw O
. O

/ O
km2 O
, O
zie O
ook O
par O
. O
1.2 O
) O
, O
dat O
voor O
het O
grootste O
deel O
hier O
ook O
werkt O
, O
verzorgd O
wordt O
, O
zich O
verplaatst O
en O
recreëert O
en O
daarnaast O
vele O
relaties O
kent O
met O
de O
stedelijke O
Randstad O
. O

De O
gemeentelijke O
stem O
klinkt O
in O
de O
benadering O
van O
deze O
materie O
maar O
weinig O
door O
. O

Het O
Groene O
Hart O
zelf O
In O
dit O
onderzoek O
ligt O
daarom O
de O
nadruk O
in O
de O
eerste O
plaats O
op O
de O
verwaar O
- O
loosde O
invalshoeken O
: O
op O
de O
visie O
van O
het O
Groene O
Hart O
zelf O
, O
meer O
specifiek O
van O
de O
grootste O
( O
stedelijke O
) O
gemeenten O
in O
het O
Groene O
Hart O
en O
op O
de O
niet O
- O
groene O
functies O
. O

Dus O
op O
het O
' O
andere O
' O
Groene O
Hart O
. O

Uiteraard O
is O
er O
ook O
aan O
- O
dacht O
voor O
het B-subject
groene I-subject
Groene I-subject
Hart I-subject
. O

Het O
onderzoek O
stelt O
zich O
geenszins O
ten O
doel O
een O
representatieve O
visie O
op O
de O
( O
toekomstige O
) O
ruimtelijke O
ordening O
van O
het O
Groene O
Hart O
te O
presenteren O
. O

Interessante O
vragen O
zijn O
of O
de O
grootste O
gemeenten O
op O
één O
lijn O
staan O
, O
een O
gemeenschappelijke O
visie O
hebben O
op O
het O
door O
het O
rijk O
gevoerde O
, O
te O
voeren O
, O
en O
door O
hen O
zelf O
gewenste O
beleid O
of O
, O
dat O
er O
binnen O
( O
dit O
segment O
van O
) O
het O
Groene O
Hart O
sprake O
is O
van O
meer O
of O
minder O
sterke O
verschillen O
in O
visie O
en O
wat O
de O
oorzaken O
daarvan O
zouden O
kunnen O
zijn O
. O

Dit O
zou O
tevens O
licht O
werpen O
op O
de O
mogelijkheden O
en O
moeilijkheden O
voor O
( O
verdere O
) O
intergemeentelijke O
samenwerking O
. O

Inzicht O
hierin O
is O
des O
te O
belangrijken O
in O
een O
tijd O
waarin O
vele O
ruimtelijk O
relevante O
ontwikkelingen O
gaande O
zijn O
. O

Juist O
de O
Randstad O
en O
daarmee O
ook O
het O
Groene O
Hart O
staan O
in O
het O
middelpunt O
van O
vele O
van O
die O
ontwi O
kkel O
i O
ngen O
en O
de O
vraagstukken O
die O
ermee O
gepaard O
gaan O
. O

Te O
noemen O
zijn O
: O
- O
de O
economische O
groei O
en O
daaraan O
gekoppelde O
vraag O
naar O
goed O
ontsloten O
bedrijfsterrein O
, O
bij O
voorkeur O
op O
uitstekend O
zichtbare O
locaties O
aan O
autosnelwegen O
en O
spoorwegen O
, O
zo O
ook O
langs O
de O
A2 O
, O
A4 O
, O
A12 O
, O
A20 O
, O
en O
de O
het O
gebied O
doorkruisende O
spoorlijnen O
; O
- O
de O
onder O
invloed O
van O
de O
economische O
groei O
sterk O
stijgende O
mobiliteit O
( O
sbe O
- O
hoefte O
) O
en O
daaruit O
voortvloeiende O
congestie-verschijnselen O
; O
- O
de O
groeiende O
belangstelling O
( O
o.a O
. O
o.i.v O
. O
een O
sterk O
stijgend O
arbeidsaanbod O
) O
voor O
wonen O
en O
werken O
in O
de O
( O
stedelijke O
) O
Randstad O
en O
de O
' O
ommekeer O
' O
in O
het O
bevolkingsbeleid O
voor O
het O
Westen O
, O
waarin O
vanaf O
1990 O
een O
( O
beoerkt O
) O
vesti O
- O
gingsoverschot O
aanvaardbaar O
is O
; O
‘ O
/ O
- O
de O
( O
o.m O
. O
door O
marketing O
en O
promotie O
) O
te O
stimuleren O
ontwikkeling O
van O
een O
internationaal O
concurreremH O
1 O
unuwiAxeiiny O
vcu O
lijke O
Randstad O
en O
de O
mogelijke O
functies O
hierin O
voor O
het O
Groene O
Hart O
als O
het O
gaat O
om O
kwalitatief O
hoogwaardige O
woon O
- O
en O
recreatie-milieus O
( O
o.a O
. O
de O
roep O
om O
enkele O
duizenden O
bovenklasse O
vrije O
sector O
woningen O
voor O
( O
buiten O
- O
lands O
) O
stafpersoneel O
van O
( O
internationale O
) O
ondernemingen O
( O
Femhout O
, O
1989 O
) O
) O
; O
- O
de O
in O
het O
algemeen O
vrijer O
wordende O
vestigingscondities O
voor O
vele O
soorten O
bedrijven O
, O
gezien O
vanuit O
de O
organisatie O
van O
de O
bedrijvigheid O
; O
- O
de O
verwachte O
c.q O
. O
benodigde O
toename O
van O
de O
woningvoorraad O
in O
de O
Randstad O
( O
incl O
. O

Flevoland O
) O
met O
circa O
één O
miljoen O
woningen O
tot O
2015 O
; O
- O
de O
( O
mogelijke O
) O
instralings-ontwikkelingen O
in O
verband O
hiermee O
aan O
de O
randen O
van O
het O
Groene O
Hart O
, O
onder O
meer O
Amstelveen-zuid-Aalsmeer-Uithoom-Mij O
- O
drecht O
, O
rond O
Schiphol O
, O
Haarlemmermeer O
, O
Utrecht-Vleuten O
/ O
De O
Heem O
, O
Ussel O
- O
stein-Zenderpark O
en O
mogelijke O
verdere O
as-ontwikkeling O
Rotterdam-Gouda O
( O
aanleg O
A24 O
) O
, O
Leiden-Alphen O
a O
/ O
d O
Rijn O
( O
aanleg O
All O
) O
. O

Deze O
potentiële O
verstedelijkingsopties O
kunnen O
nog O
worden O
aangevuld O
met O
de O
versterkte O
verstedelijking O
in O
het O
overigens O
niet O
meer O
tot O
de O
centrale O
epen O
ruimte O
behorende O
gebied O
tussen O
Den O
Haag O
, O
Zoetermeer O
en O
Rotterdam O
. O

Hier O
zijn O
de O
bouwlocaties O
Zoetermeer-noord O
en O
- O
zuid O
en O
Leidschendam-zuid O
zeker O
en O
het O
gebied O
rond O
de O
Hofpleinspoorlijn O
( O
' O
Tussengebied O
' O
) O
zo O
goed O
als O
zeker O
goed O
voor O
tezamen O
vele O
tienduizenden O
woningen O
; O
- O
de O
toenemende O
behoefte O
aan O
recreatieve O
voorzieningen O
( O
actieve O
vrijetijds O
- O
besteding O
, O
kort O
verblijf-accomodatie O
, O
golfbanen O
, O
etc O
. O
) O
; O
- O
de O
grote O
zorg O
voor O
de O
overbelasting O
van O
het O
fysieke O
milieu O
. O

Het O
Groene O
Hart O
( O
of O
delen O
ervan O
) O
kan O
voor O
veel O
van O
de O
genoemde O
ontwikkelin O
- O
gen O
c.q O
. O
behoeften O
' O
verlichting O
' O
brengen O
, O
mede O
door O
de O
strategische O
ligging O
en O
de O
hoogwaardige O
infrastructuur O
. O

Voor O
het O
bedrijfsleven O
is O
vestiging O
in O
het O
Groene O
Hart O
veelal O
een O
reëel O
alternatief O
voor O
de O
( O
drukke O
) O
steden O
. O

De O
vestigingsdruk O
is O
hoog O
. O

Daarnaast O
heeft O
onder O
meer O
de O
snelle O
groei O
van O
vele O
gemeenten O
in O
het O
Groene O
Hart O
in O
de O
jaren O
' O
60 O
en O
' O
70 O
tot O
gevolg O
, O
dat O
bijvoorbeeld O
de O
eigen O
woningbehoefte O
en O
het O
arbeidsaanbod O
hier O
( O
nog O
) O
substantieel O
zijn O
. O

Ook O
de O
afgelopen O
jaren O
zijn O
de O
gemeenten O
tenminste O
evenredig O
meegegroeid O
met O
de O
stedelijke O
Randstad O
. O

De O
bestaande O
en O
mogelijk O
blijvende O
groei O
in O
de O
stedelijke O
Randstad O
, O
de O
wens O
tot O
evenredig O
meegroeien O
en O
de O
substantiële O
eigen O
behoefte O
betekenen O
ook O
voor O
de O
kamende O
jaren O
een O
behoorlijke O
verdere O
groei O
( O
ook O
van O
bedrijven O
en O
voorzieningen O
) O
. O

Daartegenover O
staat O
een O
rijksbeleid O
( O
o.a O
de O
Vierde O
nota O
) O
, O
waaruit O
expliciet O
naar O
voren O
komt O
, O
dat O
het O
Groene O
Hart O
niet O
in O
het O
verstedelijkingsproces O
betrokken O
moet O
worden O
. O

Het O
is O
gezien O
het O
voorgaande O
de O
vraag O
of O
dit O
beleid O
adequaat O
is O
en O
of O
de O
uitgangspunten O
de O
realiteit O
' O
dekken O
' O
. O

Een O
aantal O
in O
de O
Vierde O
nota O
genoemde O
ontwikkelingen O
lijkt O
bovendien O
sneller O
te O
gaan O
dan O
het O
beleid O
bij O
kan O
houden O
. O

In O
het O
verleden O
is O
gebleken O
, O
dat O
het O
succes O
van O
het O
ruimtelijk O
beleid O
staat O
of O
valt O
met O
de O
medewerking O
van O
( O
burgers O
, O
bedrijven O
, O
instellin O
- O
gen O
en O
) O
provincies O
en O
gemeenten O
( O
mits O
ook O
de O
maatschappelijke O
behoeften O
goed O
zijn O
ingeschat O
en O
de O
doelstellingen O
realistisch O
zijn O
) O
. O

Een O
tweede O
vraagpunt O
in O
dit O
onderzoek O
is O
dan O
ook O
of O
de O
( O
al O
of O
niet O
gemeenschappelijke O
) O
gemeente O
- O
lijke O
visies O
congruent O
zijn O
met O
de O
beleidslijnen O
en O
doelstellingen O
van O
het O
ruimtelijk O
rijksbeleid O
. O

En O
, O
in O
hoeverre O
dit O
rijksbeleid O
voor O
het O
Groene O
Hart O
kans O
van O
slagen O
heeft O
uit O
dien O
hoofde O
( O
zie O
hoofdstuk O
5 O
) O
. O

Aldus O
is O
als O
volgt O
de O
probleemstelling O
van O
het O
onderzoek O
te O
formuleren O
, O
bestaande O
uit O
twee O
nauw O
samenhangende O
onderdelen O
: O
a O
) O
Welke O
zijn O
de O
gemeenschappelijkheden O
in O
de O
visies O
van O
de O
grootste O
gemeen O
- O
ten O
in O
het O
Groene O
Hart O
op O
het O
door O
het O
rijk O
gevoerde O
, O
te O
voeren O
en O
op O
het O
door O
deze O
gemeenten O
gewenste O
ruimtelijk O
beleid O
voor O
het O
Groene O
Hart O
? O

Is O
hieruit O
een O
gemeenschappelijke O
Groene O
Hart-visie O
( O
op O
en O
door O
het O
Groene O
Hart O
) O
te O
destilleren O
? O

b O
) O
Welke O
zijn O
de O
discrepanties O
tussen O
het O
door O
de O
grootste O
gemeenten O
in O
het O
Groene O
Hart O
( O
al O
of O
niet O
gemeenschappelijk O
) O
gewenste O
en O
door O
het O
rijk O
gevoerde O
en O
te O
voeren O
ruimtelijk O
beleid O
voor O
het O
Groene O
Hart O
? O

7 O
1.2 O
: O
Verantwoording O
Inleiding O
In O
het O
vervolg O
van O
deze O
paragraaf O
zal O
de O
keuze O
voor O
het O
Groene O
Hart O
, O
en O
de O
begrenzing O
ervan O
, O
de O
keuze O
voor O
wethouders O
, O
de O
keuze O
voor O
de O
grootste O
gemeenten O
en O
de O
selectie O
ervan O
en O
de O
relatie O
van O
het O
onderzoek O
tot O
het O
provinciale O
ruimtelijke O
ordeningsbeleid O
worden O
toegelicht O
. O

Het O
Groene O
Hart O
Op O
de O
aparte O
status O
van O
het O
Groene O
Hart O
is O
reeds O
gewezen O
in O
de O
vorige O
para O
- O
graaf O
. O

Het O
Groene O
Hart O
is O
een O
vreemde O
eend O
in O
de O
bijt O
van O
het O
nationale O
ruimtelijke O
beleid O
. O

Het O
wordt O
zcwel O
behandeld O
in O
de O
' O
stedelijke O
' O
nota's O
/ O
schetsen O
als O
in O
de O
' O
landelijke O
' O
. O

Het O
behoort O
echter O
niet O
tot O
het O
stedelijke O
gebied O
en O
ook O
is O
het O
geen O
' O
gewoon O
' O
landelijk O
gebied O
. O

Het O
maakt O
deel O
uit O
van O
de O
open O
ruimten O
. O

Daarbinnen O
is O
het O
gebied O
een O
deel O
van O
de O
centrale O
open O
ruimte O
. O

De O
geledingsfunctiejdie O
het O
gebied O
heeft O
, O
gedacht O
vanuit O
het O
omliggende O
stedelijk O
gebied O
, O
dat O
wil O
zeggen O
, O
de O
afwisseling O
die O
de O
open O
ruimte O
vormt O
op O
het O
stedelijk O
gebied O
, O
is O
het O
meest O
bepalend O
voor O
de O
inhoud O
van O
het O
ruimtelijk O
beleid O
voor O
het O
Groene O
Hart O
. O

In O
het O
ontbreken O
van O
een O
geïnstitutionaliseerd O
beleidskader O
voor O
dit O
gebied O
ligt O
mede O
een O
motief O
juist O
op O
dit O
schaalniveau O
onderzoek O
te O
doen O
. O

Een O
' O
definitieve O
' O
, O
harde O
begrenzing O
tussen O
het O
Groene O
Hart O
en O
de O
stedelijke O
Randstad O
is O
er O
niet O
. O

Een O
reden O
hiervoor O
zou O
kunnen O
zijn O
, O
dat O
met O
een O
onge O
- O
wisse O
toekomst O
begrenzen O
niet O
aantrekkelijk O
c.q O
. O
bevorderlijk O
is O
voor O
het O
flexibel O
in O
kunnen O
spelen O
op O
nieuwe O
ontwikkelingen O
/ O
ruimteclaims O
( O
m.n O
. O
in O
de O
overgangsgebieden O
. O

Het O
begrip O
' O
stedelijke O
invloedssfeer O
' O
speelt O
hier O
ook O
een O
rol O
. O

Met O
betrekking O
tot O
de O
begrenzing O
van O
de O
stadsgewesten O
zijn O
er O
geen O
eenduidige O
criteria O
. O

Men O
kan O
zich O
in O
dit O
verband O
ook O
de O
vraag O
stellen O
of O
in O
de O
huidige O
dynamische O
samenleving O
evoluerende O
ontwikkelingen O
en O
functionele O
relaties O
die O
de O
onderscheiden O
deelgebieden O
overschrijden O
, O
gevangen O
moeten O
of O
kunnen O
worden O
binnen O
min O
of O
meer O
arbitrair O
bepaalde O
territoriale O
grenzen O
. O
. O

Het O
Groene O
Hart O
wordt O
in O
dit O
onderzoek O
gehanteerd O
als O
een O
conceptie O
zonder O
grenzen O
. O

Voor O
het O
vormen O
van O
een O
kader O
, O
waarbinnen O
de O
gemeenten O
kunnen O
wor O
- O
den O
geselecteerd O
, O
is O
aansluiting O
gezocht O
bij O
de O
begrenzing O
die O
is O
aangehou O
- O
den O
in O
het O
' O
Onderzoek O
Middengebied O
Randstad O
' O
van O
de O
Utrechtse O
Rijksuniversi O
- O
teit O
( O
Ottens O
, O
1976 O
, O
p O
.31 O
) O
. O

In O
onderhavig O
onderzoek O
is O
als O
het O
Groene O
Hart O
een B-spatial
gebied I-spatial
overeenkomstig I-spatial
het I-spatial
' I-spatial
Open I-spatial
Middengebied I-spatial
Noord I-spatial
' I-spatial
verstaan O
. O

Dit O
omvat O
de O
economisch O
geografische O
regio's O
49 O
, O
72 O
, O
73 O
, O
74 O
en O
75 O
( O
resp O
. O

Utrechts B-spatial
Weidegebied I-spatial
, O
Noordelijke B-spatial
veenstreek I-spatial
in I-spatial
Zuid-Holland I-spatial
, O
Rijnstreek B-spatial
Zuid-Hol I-spatial
- I-spatial
land I-spatial
, O
Gouda B-spatial
en I-spatial
omstreken I-spatial
en O
de O
Krimpenerwaard B-spatial
) O
. O

Toegevoegd O
zijn O
de O
gemeenten O
Benthuizen B-spatial
, O
Bleiswijk B-spatial
, O
Moerkapelle B-spatial
, O
Nieuwerkerk B-spatial
a I-spatial
/ I-spatial
d I-spatial
Ussel I-spatial
en O
Zevenhuizen B-spatial
, O
uit O
hoofde O
van O
het O
feit O
, O
dat O
zij O
behoren O
tot O
het O
ISMH-gebied O
; O
Vinkeveen B-spatial
en O
Waverveen B-spatial
, O
omdat O
deze O
gemeente O
is O
heringedeeld O
met O
Mijdrecht O
en O
Wil O
nis O
tot O
De O
Ronde O
Venen O
; O
Usselstein B-spatial
gezien O
de O
ligging O
aan O
de O
rand O
van O
het O
Groene O
Hart O
, O
' O
binnen O
' O
de O
A2 O
en O
deel O
uitmakend O
van O
de O
Lopikerwaard O
( O
zie O
fig O
. O
3.2 O
) O
. O

Grootste O
gemeenten O
Gekozen O
is O
voor O
een O
onderzoek O
in O
de O
grootste O
gemeenten O
, O
gedefinieerd O
als O
gemeenten B-subject
met I-subject
tenminste I-subject
10.000 I-subject
inwoners I-subject
in I-subject
de I-subject
hoofdkem I-subject
en I-subject
een I-subject
woningbouw I-subject
- I-subject
, I-subject
werkgelegenheids I-subject
- I-subject
en I-subject
verzorgingsfunctie I-subject
die I-subject
duidelijk I-subject
boven I-subject
de I-subject
gemeentegrens I-subject
uitstijgt I-subject
. O

Daarbij O
is O
aansluiting O
gezocht O
bij O
de O
kernen—hi O
ëraTThi O
e O
volgens O
het O
streekplan O
Zuid-Holland O
Oost O
. O

In O
dit O
verband O
zijn O
alleen O
de O
A O
- O
en O
de O
B O
- O
kemen O
relevant O
( O
zie O
Beschrijving O
, O
p O
.21 O
) O
. O

Tezamen O
met O
de O
buiten O
het O
onder O
- O
zoeksgebied O
gelegen O
A O
- O
en O
B-kernen O
( O
o.a O
. O

Gorinchem O
) O
is O
ook O
Boskoop O
afgeval O
- O
len O
. O

Boskoop O
is O
een O
qua O
urbamsatiegraud O
typische O
plattel O
andsgemeente O
( O
A2 O
) O
• O
Het O
streekplan O
voorziet O
voor O
Boskoop O
een O
ontwikkeling O
beneden O
het O
gemiddelde O
voor O
de O
B-kernen O
, O
gezien O
de O
nabijheid O
van O
Gouda O
. O

De O
gekozen O
Utrechtse O
gemeenten O
zijn O
wat O
hun O
rol O
binnen O
de O
regionale O
ruimtelijke O
ordening O
betreft O
vergelijkbaar O
met O
de O
Zuidhollandse O
B-kernen O
« O
8 O
De O
volgende O
negen O
gemeenten O
voldeden O
aan O
de O
criteria O
( O
tussen O
haakjes O
de O
aantallen O
inwoners O
per O
1 O
- O
1 O
- O
1989 O
) O
: O
Gouda O
( O
63.232 O
) O
, O
Alphen O
a O
/ O
d O
Rijn O
( O
59.586 O
) O
, O
Woerden O
( O
34.166 O
; O
per O
1 O
- O
1 O
- O
1989 O
zijn O
de O
gemeenten O
Zegveld O
( O
ca O
. O
2.100 O
) O
en O
Kamerik O
( O
ca O
. O
3.700 O
) O
aan O
Woerden O
toegevoegd O
, O
en O
is O
de O
nieuwe O
gemeente O
Woerden O
overgegaan O
naar O
de O
provincie O
Utrecht O
) O
, O
De O
Ronde O
Venen O
( O
30.675 O
; O
per O
1 O
- O
1 O
- O
1989 O
zijn O
de O
gemeenten O
Mijdrecht O
( O
ca O
. O
16.400 O
) O
, O
Vinkeveen O
en O
Waverveen O
( O
ca O
. O
8.600 O
) O
en O
Wilnis O
( O
ca O
. O
6.000 O
) O
samengevoegd O
) O
, O
Waddinxveen O
( O
24.652 O
) O
, O
Usselstein O
( O
19.515 O
) O
, O
Nieuwerkerk O
a O
/ O
d O
Ussel O
( O
18.556 O
) O
, O
Bodegraven O
( O
18.115 O
) O
en O
Schoonho O
- O
ven O
( O
11.231 O
) O
. O

Hiermee O
is O
tegelijkertijd O
een O
evenwichtige O
spreiding O
over O
het O
onderzoeksgebied O
verkregen O
. O

Dit O
is O
van O
belang O
, O
omdat O
mogelijke O
verschillen O
in O
de O
gemeentelijke O
visies O
kunnen O
voortvloeien O
uit O
de O
eventuele O
ligging O
in O
( O
groot O
- O
) O
stedel O
ij O
ke O
invloedsgebieden O
. O

In O
de O
grootste O
gemeenten O
bevindt O
zich O
reeds O
een O
belangrijk O
deel O
van O
de O
woningen O
, O
bedrijven O
en O
voorzieningen O
in O
het O
Groene O
Hart O
en O
ook O
zullen O
daar O
de O
grootste O
groei O
en O
de O
meeste O
veranderingen O
plaatsvinden O
. O

Deze O
groei O
komt O
zowel O
voort O
uit O
de O
eigen O
, O
autonome O
behoefte O
, O
alsmede O
krachtens O
de O
taakstel O
- O
lingen O
uit O
de O
streekplannen O
. O

Zo O
is O
de O
kern O
Mijdrecht O
in O
het O
streekplan O
Utrecht O
( O
1986 O
) O
aangewezen O
als O
provinciale O
kern O
voor O
bedrijfsvestiging O
. O

Bovendien O
is O
de O
druk O
van O
buiten O
het O
Groene O
Hart O
voor O
een O
belangrijk O
deel O
op O
de O
grootste O
gemeenten O
gericht O
. O

Daarnaast O
spelen O
op O
hun O
grondgebied O
en O
in O
hun O
invloedssfeer O
uiteraard O
ook O
ontwikkelingen O
binnen O
de O
groene O
functies O
( O
landbouw O
( O
tuinbouw O
) O
, O
natuur O
, O
toerisme O
en O
recreatie O
, O
milieu O
( O
hygiëne O
) O
) O
een O
rol O
. O

Vanuit O
hun O
functies O
, O
belangen O
en O
problemen O
bezien O
, O
onderscheiden O
de O
grootste O
gemeenten O
zich O
op O
belangrijke O
punten O
van O
de O
kleinere O
gemeenten O
. O

Onderzoekstechnisch O
is O
het O
aantrekkelijk O
ze O
afzonderlijk O
te O
benaderen O
. O

Wethouders O
ruimtelijke O
ordening O
De O
keuze O
voor O
wethouders B-inGroup
ruimtelijke I-inGroup
ordening I-inGroup
als O
respondenten O
vloeit O
logisch O
voort O
uit O
het O
gegeven O
, O
dat O
het O
onderzoek O
betrekking O
heeft O
op O
gemeen O
- O
telijke O
visie O
( O
s O
) O
op O
het O
terrein O
van O
de O
ruimtelijke O
ordening O
. O

De B-inGroup
wethouders I-inGroup
werden O
geacht O
te O
spreken O
vanuit O
het O
gemeentelijk O
beleid O
/ O
belang O
c.q O
. O
de O
gemeentelijke O
visie O
. O

Het O
gegeven O
van O
de O
politieke O
' O
kleur O
' O
van O
de O
wethouder O
c.q O
. O
het O
gemeentelijk O
beleid O
was O
niet O
van O
invloed O
op O
de O
keuze-selectie O
. O

Inherent O
aan O
de O
aard O
van O
dit O
onderzoek O
is O
, O
dat O
het O
persoonlijke O
element O
een O
rol O
speelt O
in O
het O
geven O
van O
een O
visie O
op O
beleidsmatig O
( O
nog O
) O
niet O
geheel O
uitgekristalliseerde O
of O
aan O
de O
orde O
gestelde O
onderwerpen O
. O

Ruimtelijk O
beleid O
van O
de O
rijksoverheid O
De O
concentratie O
op O
het O
ruimtelijk O
rijksbeleid O
wil O
geenszins O
aanduiden O
, O
dat O
het O
provinciale O
beleid O
in O
deze O
niet O
belangrijk O
( O
genoeg O
) O
zou O
zijn O
. O

Integen O
- O
deel O
, O
provinciaal O
ruimtelijke O
ordeningsbeleid O
, O
met O
name O
ook O
het O
overleg O
tussen O
de O
Randstadprovincies O
, O
speelt O
en O
speelde O
in O
de O
praktijk O
een O
sleutel O
- O
rol O
en O
heeft O
duidelijk O
een O
eigen O
functie O
. O

Het O
staat O
echter O
niet O
los O
in O
de O
ruimte O
. O

Het O
wordt O
in O
bepaalde O
mate O
( O
in O
) O
gekleurd O
/ O
beïnvloed O
door O
beleid O
op O
het O
hoogste O
niveau O
. O

En O
ieder O
bestuursniveau O
heeft O
haar O
eigen O
verantwoordelijk O
